Time (ms),VDD_ARM voltage (V),VDD_ARM current (mA),VDD_ARM power (mW),NVCC_DRAM_1V1 voltage (V),NVCC_DRAM_1V1 current (mA),NVCC_DRAM_1V1 power (mW),VSYS_5V voltage (V),VSYS_5V current (mA),VSYS_5V power (mW),VDD_SOC voltage (V),VDD_SOC current (mA),VDD_SOC power (mW),LPD4_VDDQ voltage (V),LPD4_VDDQ current (mA),LPD4_VDDQ power (mW),LPD4_VDD2 voltage (V),LPD4_VDD2 current (mA),LPD4_VDD2 power (mW),NVCC_SD2 voltage (V),NVCC_SD2 current (mA),NVCC_SD2 power (mW),VDD_LVDS_1V8 voltage (V),VDD_LVDS_1V8 current (mA),VDD_LVDS_1V8 power (mW),VDD_HDMI_1V8 voltage (V),VDD_HDMI_1V8 current (mA),VDD_HDMI_1V8 power (mW),NVCC_SNVS_1V8 voltage (V),NVCC_SNVS_1V8 current (mA),NVCC_SNVS_1V8 power (mW),VDD_EARC_1V8 voltage (V),VDD_EARC_1V8 current (mA),VDD_EARC_1V8 power (mW),VDD_USB_1V8 voltage (V),VDD_USB_1V8 current (mA),VDD_USB_1V8 power (mW),VDD_PCI_1V8 voltage (V),VDD_PCI_1V8 current (mA),VDD_PCI_1V8 power (mW),VDD_MIPI_1V8 voltage (V),VDD_MIPI_1V8 current (mA),VDD_MIPI_1V8 power (mW),VDD_PLL_ANA_1V8 voltage (V),VDD_PLL_ANA_1V8 current (mA),VDD_PLL_ANA_1V8 power (mW),NVCC_SD1 voltage (V),NVCC_SD1 current (mA),NVCC_SD1 power (mW),LPD4_VDD1 voltage (V),LPD4_VDD1 current (mA),LPD4_VDD1 power (mW),CPU_VDD_1V8 voltage (V),CPU_VDD_1V8 current (mA),CPU_VDD_1V8 power (mW),BB_VDD_1V8 voltage (V),BB_VDD_1V8 current (mA),BB_VDD_1V8 power (mW),VDD_PLL_ANA_0V8 voltage (V),VDD_PLL_ANA_0V8 current (mA),VDD_PLL_ANA_0V8 power (mW),VDD_PCI_0V8 voltage (V),VDD_PCI_0V8 current (mA),VDD_PCI_0V8 power (mW),VDD_MIPI_0V8 voltage (V),VDD_MIPI_0V8 current (mA),VDD_MIPI_0V8 power (mW),VDD_HDMI_0V8 voltage (V),VDD_HDMI_0V8 current (mA),VDD_HDMI_0V8 power (mW),VDD_USB_3V3 voltage (V),VDD_USB_3V3 current (mA),VDD_USB_3V3 power (mW),VDD_USB_0V8 voltage (V),VDD_USB_0V8 current (mA),VDD_USB_0V8 power (mW),VDD_SD1_3V3 voltage (V),VDD_SD1_3V3 current (mA),VDD_SD1_3V3 power (mW),BB_VDD_3V3 voltage (V),BB_VDD_3V3 current (mA),BB_VDD_3V3 power (mW)
2.8242,0.9473,90.8125,86.0000,1.0967,64.5000,70.7500,5.2148,477.2500,2488.0000,0.9502,850.5000,808.0000,1.1016,-4.8828,-5.3789,1.0967,41.9375,46.0000,1.7871,0.1556,0.2781,1.7969,0.0061,0.0110,1.7969,0.0015,0.0027,1.7959,0.2808,0.5044,1.7939,0.0107,0.0192,1.7979,0.3586,0.6450,1.8027,0.0336,0.0605,1.7969,0.0931,0.1672,1.7998,3.5234,6.3398,1.8008,-5.2812,-9.5078,1.8008,1.4258,2.5684,1.7988,-0.8545,-1.5371,1.7998,13.3672,24.0625,0.9551,3.1699,3.0273,0.9556,8.5156,8.1406,0.9507,0.6406,0.6089,0.9570,1.3701,1.3115,3.3047,3.9004,12.8906,0.9492,2.2656,2.1504,3.3105,3.0508,10.1016,3.3086,285.5000,944.5000
2.8926,0.9482,107.5625,102.0000,1.1016,59.2188,65.2500,5.2148,430.7500,2246.0000,0.9419,842.5000,793.5000,1.0957,-6.8359,-7.4883,1.0977,2.9902,3.2832,1.7852,0.0916,0.1635,1.8008,0.0244,0.0440,1.7959,0.0061,0.0110,1.7969,0.2642,0.4746,1.8008,0.0244,0.0440,1.7930,0.3464,0.6211,1.7988,0.0214,0.0384,1.7959,0.1022,0.1836,1.7959,3.4336,6.1680,1.8096,20.7500,37.5625,1.8037,1.6621,2.9980,1.8076,-2.3496,-4.2461,1.8037,12.2031,22.0156,0.9468,3.1523,2.9844,0.9448,8.6562,8.1797,0.9453,0.7231,0.6836,0.9487,1.1475,1.0889,3.3047,4.7891,15.8281,0.9424,2.1211,1.9990,3.3027,3.7480,12.3750,3.3047,299.5000,990.0000
2.9785,0.9468,99.3125,94.0000,1.1016,100.1250,110.3125,5.2148,462.0000,2410.0000,0.9443,843.0000,796.0000,1.1016,-7.0781,-7.7969,1.0967,0.4272,0.4685,1.7891,0.1190,0.2129,1.7959,0.0244,0.0439,1.7969,0.0092,0.0164,1.8008,0.2456,0.4424,1.7969,0.0031,0.0055,1.7979,0.3174,0.5708,1.7930,-0.0305,-0.0547,1.7900,0.0870,0.1556,1.7959,3.5156,6.3125,1.7979,-1.8311,-3.2910,1.7998,1.8281,3.2910,1.7998,0.3967,0.7139,1.7969,26.6094,47.8125,0.9541,3.3965,3.2402,0.9531,8.7578,8.3438,0.9531,0.7905,0.7534,0.9512,1.2754,1.2129,3.3086,3.8203,12.6406,0.9473,2.3887,2.2637,3.3027,-0.5981,-1.9756,3.3047,258.5000,854.5000
3.0645,0.9526,77.1875,73.5625,1.1006,60.8438,66.9375,5.2070,444.2500,2314.0000,0.9375,865.0000,811.0000,1.0986,-6.8359,-7.5117,1.1006,23.1250,25.4531,1.7871,0.1709,0.3054,1.7969,0.0336,0.0603,1.7979,0.0229,0.0411,1.7998,0.2417,0.4351,1.7979,0.0000,0.0000,1.8008,0.3372,0.6069,1.7969,0.0092,0.0164,1.7949,0.0977,0.1753,1.7979,3.4785,6.2539,1.7998,-5.2500,-9.4453,1.7998,1.3740,2.4727,1.7988,0.4883,0.8784,1.7979,18.1250,32.5938,0.9453,3.1406,2.9688,0.9458,9.2656,8.7656,0.9468,0.4976,0.4712,0.9492,1.1289,1.0713,3.3008,3.5430,11.6953,0.9438,2.1133,1.9941,3.3086,2.7949,9.2500,3.3047,294.0000,971.5000
3.2676,0.9438,73.3750,69.2500,1.0986,100.0000,109.8750,5.2109,420.0000,2188.0000,0.9380,839.0000,787.0000,1.0986,-7.3867,-8.1172,1.1016,51.3438,56.5625,1.7881,0.1404,0.2510,1.8008,-0.0641,-0.1154,1.8008,-0.0198,-0.0357,1.7979,0.2673,0.4807,1.8018,0.0092,0.0165,1.7979,0.3389,0.6094,1.7969,-0.0122,-0.0219,1.7979,0.1053,0.1893,1.7998,3.4844,6.2695,1.7988,0.9155,1.6465,1.8066,1.7705,3.1992,1.8018,-6.5000,-11.7109,1.7998,13.4922,24.2812,0.9556,3.3105,3.1641,0.9551,9.3125,8.8906,0.9512,0.5371,0.5107,0.9541,1.3701,1.3076,3.3027,4.4922,14.8359,0.9448,2.6934,2.5449,3.3066,1.6230,5.3672,3.2969,268.0000,883.5000
3.6895,0.9536,123.1250,117.4375,1.1084,96.5625,107.0000,5.2109,460.2500,2398.0000,0.9375,857.0000,803.5000,1.0986,12.5703,13.8125,1.1045,-5.2500,-5.7969,1.7930,0.1038,0.1860,1.7988,0.0366,0.0659,1.7979,0.0015,0.0027,1.7969,0.2729,0.4905,1.7959,-0.0046,-0.0082,1.7949,0.3081,0.5532,1.7910,-0.0549,-0.0984,1.7959,0.0992,0.1781,1.7939,3.4219,6.1367,1.7998,-0.7021,-1.2637,1.8008,1.3281,2.3926,1.7998,0.0610,0.1099,1.8018,11.1719,20.1250,0.9507,3.0312,2.8809,0.9492,9.3828,8.9062,0.9468,0.4609,0.4365,0.9536,1.2637,1.2051,3.2988,4.4570,14.7031,0.9424,2.4727,2.3301,3.3066,1.8926,6.2578,3.2969,261.2500,861.5000
3.8496,0.9502,206.1250,195.8750,1.1045,95.7500,105.7500,5.2070,462.0000,2406.0000,0.9419,837.5000,789.0000,1.0977,-6.7734,-7.4336,1.1025,4.5156,4.9805,1.7871,0.1038,0.1854,1.7979,0.0519,0.0933,1.7969,0.0259,0.0466,1.7988,0.2778,0.4998,1.7969,0.0107,0.0192,1.7939,0.3174,0.5693,1.7920,0.0000,0.0000,1.7939,0.0885,0.1588,1.7930,3.5215,6.3125,1.8047,-0.8242,-1.4873,1.8037,1.0215,1.8428,1.8037,-1.7393,-3.1367,1.8047,13.4922,24.3438,0.9526,3.3848,3.2246,0.9526,8.3672,7.9727,0.9502,0.7661,0.7280,0.9507,1.2178,1.1582,3.2988,3.8535,12.7109,0.9404,2.1738,2.0449,3.2969,-1.7822,-5.8750,3.3027,302.0000,997.5000
3.9160,0.9487,118.2500,112.1875,1.1025,99.0000,109.1250,5.2109,453.2500,2362.0000,0.9414,846.0000,796.5000,1.0957,-6.1641,-6.7539,1.0938,60.5000,66.1875,1.7871,0.0519,0.0927,1.7979,-0.0305,-0.0549,1.7949,0.0031,0.0055,1.7959,0.2378,0.4270,1.7959,0.0061,0.0110,1.7939,0.3389,0.6079,1.7949,-0.0122,-0.0219,1.7959,0.0641,0.1151,1.7949,3.5156,6.3086,1.7988,2.6855,4.8320,1.7959,0.7310,1.3125,1.8057,32.5000,58.6875,1.7979,11.2891,20.2969,0.9473,3.1523,2.9863,0.9468,9.2266,8.7344,0.9512,0.4976,0.4731,0.9487,1.5107,1.4336,3.3066,4.8320,15.9766,0.9492,2.6016,2.4688,3.3047,-2.5508,-8.4297,3.3047,279.0000,922.0000
3.9844,0.9526,36.9375,35.1875,1.1035,80.4375,88.7500,5.2109,450.7500,2348.0000,0.9453,853.5000,807.0000,1.1025,-3.9062,-4.3086,1.1006,30.7031,33.7812,1.7900,0.0885,0.1584,1.7949,0.0092,0.0164,1.7959,-0.0015,-0.0027,1.7979,0.2908,0.5229,1.7988,-0.0046,-0.0082,1.7969,0.3127,0.5620,1.7988,-0.0214,-0.0384,1.8008,0.0931,0.1676,1.7979,3.4902,6.2734,1.7988,-3.3574,-6.0391,1.7998,0.7832,1.4092,1.7979,-0.0610,-0.1097,1.8037,10.9219,19.7031,0.9531,3.1406,2.9941,0.9585,9.5547,9.1562,0.9551,0.3022,0.2886,0.9546,1.1875,1.1338,3.3086,4.7656,15.7656,0.9526,2.0527,1.9551,3.3066,1.0254,3.3906,3.3105,303.2500,1004.0000
4.0586,0.9551,170.7500,163.1250,1.1074,85.9375,95.1875,5.2109,438.0000,2282.0000,0.9380,833.0000,781.5000,1.1025,-6.5312,-7.1992,1.1006,2.0137,2.2168,1.7900,0.0916,0.1639,1.8018,0.0366,0.0660,1.7988,0.0046,0.0082,1.8008,0.2460,0.4429,1.8027,0.0015,0.0028,1.7959,0.2793,0.5015,1.7949,0.0061,0.0110,1.7998,0.0381,0.0687,1.7969,3.4180,6.1406,1.7998,-1.0684,-1.9229,1.7998,1.2227,2.2012,1.8027,-0.1831,-0.3301,1.7988,12.8203,23.0625,0.9468,3.5742,3.3848,0.9463,9.5234,9.0156,0.9497,0.4424,0.4202,0.9478,1.2939,1.2266,3.3105,4.5000,14.8984,0.9492,2.6855,2.5488,3.3047,-0.9399,-3.1055,3.3086,297.7500,985.0000
4.1367,0.9414,69.5625,65.5000,1.0967,64.6250,70.8750,5.2031,443.5000,2308.0000,0.9365,844.0000,790.5000,1.1074,13.0625,14.4688,1.1016,64.2500,70.7500,1.7861,0.0977,0.1744,1.7959,-0.0702,-0.1261,1.7969,-0.0168,-0.0302,1.7998,0.2319,0.4175,1.7979,0.0214,0.0384,1.7969,0.3052,0.5483,1.7959,0.0305,0.0548,1.7979,0.1129,0.2030,1.7949,3.5723,6.4102,1.7998,-0.7021,-1.2637,1.8018,0.9438,1.7002,1.7998,-3.2969,-5.9336,1.8076,101.4375,183.3750,0.9507,3.5918,3.4141,0.9512,8.2812,7.8750,0.9517,0.8452,0.8042,0.9507,1.1016,1.0469,3.2969,3.6309,11.9688,0.9409,2.0293,1.9092,3.3008,2.8320,9.3516,3.2988,302.2500,997.0000
4.4023,0.9482,101.5000,96.2500,1.1035,99.6250,109.9375,5.2148,480.2500,2504.0000,0.9419,844.5000,795.5000,1.1006,-6.7734,-7.4531,1.0996,8.6641,9.5234,1.7861,0.0641,0.1144,1.7988,0.0214,0.0384,1.8037,0.0244,0.0440,1.8008,0.2527,0.4551,1.7998,0.0153,0.0275,1.7930,0.3220,0.5771,1.7881,0.0092,0.0164,1.7930,0.0885,0.1587,1.7910,3.5020,6.2734,1.7969,-0.3967,-0.7129,1.7998,1.2461,2.2422,1.8008,-0.8848,-1.5938,1.8008,12.4531,22.4219,0.9531,3.3750,3.2168,0.9487,8.5078,8.0703,0.9507,0.6377,0.6064,0.9517,1.1348,1.0801,3.3086,4.5117,14.9297,0.9473,3.0742,2.9121,3.3086,2.7949,9.2500,3.3027,271.0000,895.0000
4.7852,0.9419,87.1250,82.0625,1.0967,77.1875,84.6250,5.1992,456.5000,2374.0000,0.9355,856.5000,801.5000,1.0967,3.6016,3.9492,1.1074,30.1562,33.4062,1.7881,0.0763,0.1365,1.7979,-0.0366,-0.0659,1.7988,0.0031,0.0055,1.8037,0.2212,0.3989,1.7979,0.0092,0.0165,1.7920,0.3159,0.5659,1.7949,0.0122,0.0219,1.7900,0.1068,0.1912,1.7949,3.4883,6.2617,1.8027,-0.4578,-0.8252,1.8027,0.8813,1.5889,1.8047,0.5186,0.9360,1.8018,12.0234,21.6562,0.9546,3.4727,3.3145,0.9526,8.9375,8.5156,0.9531,0.6865,0.6543,0.9556,1.4131,1.3506,3.3066,3.9023,12.9062,0.9458,1.9834,1.8760,3.2988,-5.1992,-17.1562,3.3027,265.2500,876.0000
4.8633,0.9482,77.3750,73.3750,1.1006,58.4688,64.3750,5.2070,470.7500,2452.0000,0.9395,853.5000,802.0000,1.1016,-6.7148,-7.3984,1.1055,26.0625,28.8125,1.7910,0.1160,0.2076,1.7988,-0.0031,-0.0055,1.7959,-0.0717,-0.1288,1.7998,0.2512,0.4521,1.7979,-0.0153,-0.0274,1.7920,0.3342,0.5991,1.7930,0.0275,0.0493,1.7920,0.0900,0.1614,1.7900,3.5449,6.3438,1.8057,-5.0352,-9.0938,1.7998,1.0684,1.9229,1.8008,0.4578,0.8242,1.8008,11.1094,20.0000,0.9512,3.3652,3.2012,0.9492,9.2578,8.7891,0.9517,0.7446,0.7085,0.9478,1.1689,1.1074,3.3027,4.3867,14.4844,0.9468,2.8691,2.7168,3.3047,-4.1367,-13.6719,3.2988,266.7500,880.0000
4.9297,0.9487,44.2500,41.9688,1.1025,62.2500,68.6250,5.2109,503.7500,2626.0000,0.9458,840.0000,794.5000,1.1045,2.5625,2.8301,1.1045,5.5547,6.1367,1.7910,0.1007,0.1804,1.7949,0.0153,0.0274,1.7939,0.0259,0.0465,1.7939,0.2167,0.3887,1.7979,0.0000,0.0000,1.7979,0.3281,0.5898,1.7988,-0.0519,-0.0933,1.7979,0.0977,0.1755,1.7979,3.4883,6.2695,1.7979,-0.8545,-1.5361,1.7969,1.0557,1.8965,1.7969,0.2441,0.4387,1.7988,10.5625,19.0000,0.9463,3.1523,2.9824,0.9478,8.5547,8.1094,0.9463,0.7783,0.7363,0.9443,1.2578,1.1875,3.3047,4.1680,13.7734,0.9463,2.4863,2.3535,3.3047,3.9434,13.0312,3.3066,300.2500,993.0000
4.9961,0.9458,73.2500,69.2500,1.0957,99.0625,108.5625,5.2070,462.5000,2408.0000,0.9409,864.5000,813.5000,1.1016,-6.4102,-7.0625,1.1025,-2.8086,-3.0957,1.7891,0.1190,0.2129,1.7979,0.0366,0.0659,1.7998,0.0031,0.0055,1.7969,0.2627,0.4719,1.8008,0.0015,0.0027,1.8018,0.3662,0.6597,1.7988,0.0122,0.0220,1.7988,0.0946,0.1702,1.7979,3.5664,6.4102,1.8018,-0.5186,-0.9341,1.8008,1.6143,2.9062,1.7998,-0.2747,-0.4944,1.8018,20.5000,36.9375,0.9546,3.4883,3.3301,0.9551,8.7734,8.3828,0.9551,0.4089,0.3906,0.9517,1.2881,1.2256,3.3027,4.1875,13.8281,0.9468,2.3652,2.2402,3.3047,3.4551,11.4141,3.3027,263.0000,868.5000
5.0820,0.9502,115.1875,109.4375,1.1055,92.2500,102.0000,5.2148,450.2500,2348.0000,0.9434,869.0000,820.0000,1.1045,-0.7935,-0.8765,1.1055,15.0781,16.6719,1.7949,0.0427,0.0767,1.7988,-0.0580,-0.1043,1.8037,0.0122,0.0220,1.7939,0.2798,0.5020,1.7959,0.0137,0.0247,1.7969,0.3357,0.6030,1.7930,-0.0092,-0.0164,1.7959,0.0397,0.0712,1.7939,3.4941,6.2695,1.8047,-0.1831,-0.3306,1.7979,0.9443,1.6982,1.8008,0.0000,0.0000,1.8037,43.7500,78.9375,0.9546,3.5430,3.3828,0.9512,8.2969,7.8906,0.9507,0.4639,0.4409,0.9551,1.2480,1.1924,3.3066,4.5820,15.1484,0.9492,2.7090,2.5723,3.3047,2.8691,9.4844,3.3047,289.2500,956.0000
5.1641,0.9487,194.7500,184.7500,1.1006,60.3750,66.4375,5.2109,448.5000,2338.0000,0.9399,848.0000,797.0000,1.0986,-7.4453,-8.1797,1.1025,21.2969,23.4844,1.7910,0.0488,0.0875,1.7988,-0.0092,-0.0165,1.7949,-0.0229,-0.0411,1.7959,0.2366,0.4248,1.7988,0.0107,0.0192,1.7910,0.3081,0.5518,1.7979,0.0214,0.0384,1.7959,0.1038,0.1864,1.7920,3.5508,6.3633,1.7988,-0.2441,-0.4392,1.8047,1.4160,2.5547,1.7998,0.3052,0.5493,1.7988,12.4531,22.4062,0.9531,3.4062,3.2461,0.9521,8.8125,8.3906,0.9551,0.4822,0.4604,0.9521,1.4131,1.3457,3.3066,4.8477,16.0312,0.9463,1.8389,1.7402,3.3086,3.6367,12.0312,3.3008,292.0000,964.0000
5.4219,0.9556,153.6250,146.7500,1.0996,60.5938,66.6250,5.2109,454.7500,2370.0000,0.9375,856.5000,803.0000,1.1025,21.0000,23.1562,1.1025,-5.7383,-6.3281,1.7871,0.0916,0.1636,1.7969,-0.0183,-0.0329,1.7959,0.0305,0.0548,1.7959,0.2289,0.4111,1.7969,-0.0031,-0.0055,1.7949,0.3418,0.6133,1.7949,0.0183,0.0329,1.7988,0.0839,0.1510,1.7949,3.5449,6.3633,1.8027,-0.9463,-1.7061,1.7979,0.8721,1.5674,1.8008,-4.6992,-8.4609,1.8008,10.1953,18.3594,0.9541,3.5156,3.3535,0.9526,8.6016,8.1953,0.9541,0.7324,0.6987,0.9517,1.0771,1.0254,3.3086,4.3164,14.2812,0.9526,2.7383,2.6094,3.3086,-2.3926,-7.9180,3.3086,272.2500,901.0000
5.7695,0.9473,154.0000,145.8750,1.1055,92.9375,102.7500,5.2109,441.0000,2298.0000,0.9370,864.5000,810.0000,1.1016,-12.1484,-13.3828,1.0967,10.0703,11.0469,1.7891,0.0793,0.1420,1.7959,0.0458,0.0822,1.8008,-0.0214,-0.0385,1.7969,0.2362,0.4243,1.7969,0.0229,0.0411,1.8008,0.3220,0.5801,1.7969,0.0000,0.0000,1.7979,0.0198,0.0357,1.7969,3.4941,6.2773,1.8018,-0.4578,-0.8247,1.8018,1.5869,2.8594,1.7998,0.2441,0.4395,1.8008,14.1016,25.3906,0.9478,3.5469,3.3613,0.9502,8.9375,8.4922,0.9526,0.5430,0.5171,0.9512,1.4219,1.3525,3.3066,3.5391,11.7031,0.9478,2.5254,2.3926,3.3066,2.7227,9.0000,3.3047,275.7500,911.5000
5.8477,0.9487,44.2500,41.9688,1.1006,60.6562,66.7500,5.2109,480.2500,2502.0000,0.9419,850.0000,800.5000,1.1006,-7.3867,-8.1328,1.0986,-0.2441,-0.2683,1.7852,0.1099,0.1962,1.7988,0.0275,0.0494,1.8008,-0.0290,-0.0522,1.8027,0.2502,0.4512,1.8047,-0.0015,-0.0028,1.8018,0.3281,0.5913,1.7959,0.0763,0.1370,1.7979,0.0885,0.1591,1.7988,3.4766,6.2539,1.7998,-0.5801,-1.0439,1.8037,1.3691,2.4688,1.7979,-0.0610,-0.1097,1.8018,12.2031,21.9844,0.9517,3.3730,3.2109,0.9541,9.4531,9.0156,0.9507,0.5068,0.4819,0.9482,1.3857,1.3145,3.3047,3.3574,11.0938,0.9478,2.6406,2.5020,3.3027,3.1992,10.5625,3.3086,301.7500,998.5000
5.9141,0.9429,47.4688,44.7500,1.0967,99.9375,109.6250,5.2148,461.5000,2406.0000,0.9438,849.0000,801.5000,1.1025,-5.7969,-6.3906,1.1025,-7.9336,-8.7500,1.7930,0.0854,0.1532,1.7949,0.0031,0.0055,1.7969,0.0366,0.0658,1.7969,0.2676,0.4807,1.7969,-0.0061,-0.0110,1.7930,0.3005,0.5391,1.7949,0.0183,0.0329,1.7959,0.0977,0.1754,1.7988,3.5703,6.4219,1.8027,-0.5801,-1.0459,1.8037,2.3730,4.2812,1.8018,0.2136,0.3850,1.8008,11.1719,20.1250,0.9565,3.3359,3.1914,0.9517,9.5234,9.0625,0.9570,0.5918,0.5664,0.9570,1.2578,1.2041,3.3125,4.4531,14.7500,0.9521,2.0820,1.9824,3.3086,4.4062,14.5781,3.3047,279.2500,923.0000
5.9961,0.9521,75.5000,71.8750,1.0938,64.3750,70.4375,5.2148,449.0000,2342.0000,0.9404,860.0000,809.0000,1.1006,-7.5078,-8.2656,1.1006,-2.1367,-2.3516,1.7861,0.1190,0.2125,1.7988,0.0488,0.0878,1.7979,-0.0183,-0.0329,1.7988,0.2585,0.4651,1.7969,0.0153,0.0274,1.7969,0.3098,0.5566,1.8008,0.0061,0.0110,1.7939,0.0870,0.1560,1.7949,3.5098,6.3008,1.8027,-1.5254,-2.7500,1.7988,1.0859,1.9531,1.8008,0.4578,0.8242,1.8008,71.3750,128.5000,0.9492,3.4297,3.2559,0.9453,8.4609,8.0000,0.9463,0.4302,0.4070,0.9453,1.3789,1.3037,3.3008,3.3418,11.0312,0.9478,2.0059,1.9014,3.3105,0.5859,1.9395,3.3027,296.0000,977.5000
6.0859,0.9521,109.1250,103.8750,1.1035,94.7500,104.5625,5.2031,458.7500,2386.0000,0.9370,863.5000,809.0000,1.1055,-2.8691,-3.1719,1.1045,-0.0610,-0.0674,1.7939,0.0824,0.1478,1.7949,0.0092,0.0164,1.7988,0.0000,0.0000,1.7979,0.2976,0.5352,1.7959,-0.0015,-0.0027,1.7939,0.3188,0.5718,1.7949,0.0763,0.1370,1.7920,0.0916,0.1641,1.7891,3.5000,6.2617,1.8008,-0.5801,-1.0449,1.7988,1.2900,2.3203,1.7998,-0.5186,-0.9331,1.7988,12.4531,22.4062,0.9497,3.1992,3.0391,0.9473,9.0938,8.6172,0.9458,0.4883,0.4619,0.9473,1.3516,1.2803,3.3047,4.4414,14.6797,0.9448,1.7852,1.6865,3.3047,-0.0366,-0.1210,3.3047,294.2500,972.5000
6.1680,0.9443,53.4062,50.4375,1.0986,100.3125,110.1875,5.2109,407.0000,2120.0000,0.9390,853.5000,801.5000,1.0977,-7.0195,-7.7031,1.0996,-2.0742,-2.2812,1.7871,0.1068,0.1909,1.7949,0.0732,0.1315,1.7939,0.0000,0.0000,1.7920,0.2788,0.4995,1.7959,0.0198,0.0356,1.7939,0.3325,0.5967,1.7969,-0.0122,-0.0219,1.8018,0.0732,0.1320,1.7930,3.5723,6.4062,1.8008,-5.2812,-9.5078,1.8057,2.3438,4.2305,1.7969,-0.0610,-0.1097,1.7988,12.4531,22.4062,0.9536,3.1953,3.0469,0.9502,8.5859,8.1562,0.9492,0.3784,0.3591,0.9541,1.3027,1.2432,3.3008,4.4141,14.5703,0.9448,4.9805,4.7070,3.2988,-4.5664,-15.0625,3.3027,291.7500,963.5000
6.5156,0.9434,66.0625,62.3125,1.0996,85.8750,94.4375,5.2070,463.5000,2414.0000,0.9380,836.0000,784.0000,1.0986,-7.9336,-8.7188,1.0986,37.7812,41.5000,1.7881,0.1129,0.2019,1.7979,-0.0732,-0.1317,1.7979,-0.0031,-0.0055,1.7969,0.2476,0.4448,1.7969,-0.0092,-0.0164,1.8037,0.3188,0.5752,1.8018,-0.0488,-0.0880,1.7969,0.0641,0.1152,1.8008,3.5059,6.3125,1.7969,-0.3357,-0.6030,1.7979,1.0439,1.8770,1.8037,-0.5801,-1.0459,1.7969,47.3125,85.0000,0.9531,3.4082,3.2480,0.9507,8.5078,8.0859,0.9492,0.7627,0.7241,0.9492,1.0625,1.0088,3.3086,4.3320,14.3359,0.9414,2.6699,2.5137,3.3027,-3.4785,-11.4922,3.3027,294.5000,972.5000
6.8281,0.9556,23.3438,22.3125,1.1064,102.5000,113.4375,5.2148,447.5000,2334.0000,0.9395,840.5000,789.5000,1.0996,-7.8750,-8.6562,1.1055,37.3438,41.2812,1.7930,0.0916,0.1642,1.7979,-0.0183,-0.0329,1.7969,0.0122,0.0219,1.7979,0.2773,0.4985,1.7930,0.0153,0.0274,1.8008,0.3357,0.6045,1.7998,-0.0214,-0.0385,1.7998,0.0839,0.1510,1.7998,3.5000,6.3008,1.7959,-0.4272,-0.7671,1.8037,2.1934,3.9570,1.7959,-0.3662,-0.6577,1.8018,15.8047,28.4688,0.9526,3.4453,3.2812,0.9492,8.6797,8.2422,0.9526,0.5005,0.4768,0.9561,1.3701,1.3096,3.3066,4.4688,14.7734,0.9502,2.1816,2.0723,3.3066,0.3296,1.0898,3.3047,268.2500,886.5000
6.8906,0.9517,151.8750,144.5000,1.1055,60.9688,67.3750,5.2109,442.2500,2304.0000,0.9395,860.5000,808.5000,1.1055,-8.6094,-9.5156,1.1045,-6.8984,-7.6211,1.7900,0.0793,0.1421,1.7949,0.0488,0.0876,1.7988,0.0137,0.0247,1.7969,0.2603,0.4675,1.7949,0.0076,0.0137,1.7949,0.3342,0.6001,1.7900,-0.0092,-0.0164,1.7930,0.0778,0.1395,1.7949,3.5215,6.3203,1.7998,-0.5493,-0.9888,1.7998,1.2686,2.2832,1.8008,-0.0916,-0.1649,1.7988,13.9141,25.0312,0.9443,2.9844,2.8184,0.9512,8.7422,8.3125,0.9468,0.6499,0.6152,0.9482,1.2910,1.2246,3.3027,3.3574,11.0859,0.9468,2.8613,2.7090,3.3008,-2.7344,-9.0234,3.3027,294.5000,972.5000
6.9570,0.9551,140.6250,134.2500,1.0986,73.8125,81.0625,5.2031,466.2500,2426.0000,0.9346,864.5000,808.0000,1.0986,-6.4688,-7.1055,1.0996,4.9453,5.4375,1.7881,0.0732,0.1310,1.7949,0.0000,0.0000,1.7979,0.0168,0.0302,1.7949,0.2350,0.4219,1.7939,-0.0076,-0.0137,1.7969,0.3250,0.5840,1.7959,0.0000,0.0000,1.7969,0.1053,0.1892,1.8008,3.4551,6.2227,1.8027,14.7734,26.6250,1.7949,0.9888,1.7744,1.7979,0.6714,1.2070,1.8008,84.0000,151.2500,0.9463,2.9395,2.7812,0.9463,9.0234,8.5391,0.9492,0.4333,0.4114,0.9473,1.1143,1.0557,3.3066,3.9062,12.9141,0.9429,2.4102,2.2734,3.3027,3.9805,13.1484,3.3008,301.0000,993.5000
7.0273,0.9536,111.0625,105.9375,1.1035,61.2188,67.5625,5.2148,446.5000,2328.0000,0.9478,851.0000,806.5000,1.1016,-7.6289,-8.4062,1.1006,0.6104,0.6719,1.7871,0.0885,0.1582,1.7949,-0.0031,-0.0055,1.7988,-0.0137,-0.0247,1.7959,0.2415,0.4336,1.7969,-0.0015,-0.0027,1.7998,0.3389,0.6099,1.7998,0.0183,0.0330,1.7959,0.0793,0.1425,1.7998,3.5664,6.4180,1.7959,-0.2747,-0.4932,1.7969,1.2949,2.3262,1.7959,-0.2441,-0.4385,1.7988,42.9062,77.1875,0.9507,3.1777,3.0215,0.9531,9.3281,8.8906,0.9546,0.6318,0.6030,0.9473,1.2998,1.2314,3.3066,4.7930,15.8516,0.9487,2.4180,2.2949,3.3047,0.7446,2.4609,3.3047,297.0000,981.5000
